url,type,name,date,size
https://geo.fbds.org.br/SP/ADOLFO/APP/SP_3500204_APP.dbf,file,SP_3500204_APP.dbf,14-08-2021 20:37,49 KB
https://geo.fbds.org.br/SP/ADOLFO/APP/SP_3500204_APP.prj,file,SP_3500204_APP.prj,14-08-2021 20:37,418 B
https://geo.fbds.org.br/SP/ADOLFO/APP/SP_3500204_APP.shp,file,SP_3500204_APP.shp,14-08-2021 20:37,242 KB
https://geo.fbds.org.br/SP/ADOLFO/APP/SP_3500204_APP.shp.xml,txt-xml,SP_3500204_APP.shp.xml,14-08-2021 20:37,48 KB
https://geo.fbds.org.br/SP/ADOLFO/APP/SP_3500204_APP.shx,file,SP_3500204_APP.shx,14-08-2021 20:37,1 KB
https://geo.fbds.org.br/SP/ADOLFO/APP/SP_3500204_APP_USO.cpg,file,SP_3500204_APP_USO.cpg,14-08-2021 20:37,5 B
https://geo.fbds.org.br/SP/ADOLFO/APP/SP_3500204_APP_USO.dbf,file,SP_3500204_APP_USO.dbf,14-08-2021 20:37,1 KB
https://geo.fbds.org.br/SP/ADOLFO/APP/SP_3500204_APP_USO.prj,file,SP_3500204_APP_USO.prj,14-08-2021 20:37,418 B
https://geo.fbds.org.br/SP/ADOLFO/APP/SP_3500204_APP_USO.shp,file,SP_3500204_APP_USO.shp,14-08-2021 20:37,330 KB
https://geo.fbds.org.br/SP/ADOLFO/APP/SP_3500204_APP_USO.shp.xml,txt-xml,SP_3500204_APP_USO.shp.xml,14-08-2021 20:37,27 KB
https://geo.fbds.org.br/SP/ADOLFO/APP/SP_3500204_APP_USO.shx,file,SP_3500204_APP_USO.shx,14-08-2021 20:37,124 B
https://geo.fbds.org.br/SP/ADOLFO/HIDROGRAFIA/SP_3500204_MASSAS_DAGUA.cpg,file,SP_3500204_MASSAS_DAGUA.cpg,14-08-2021 20:37,5 B
https://geo.fbds.org.br/SP/ADOLFO/HIDROGRAFIA/SP_3500204_MASSAS_DAGUA.dbf,file,SP_3500204_MASSAS_DAGUA.dbf,14-08-2021 20:37,7 KB
https://geo.fbds.org.br/SP/ADOLFO/HIDROGRAFIA/SP_3500204_MASSAS_DAGUA.prj,file,SP_3500204_MASSAS_DAGUA.prj,14-08-2021 20:37,418 B
https://geo.fbds.org.br/SP/ADOLFO/HIDROGRAFIA/SP_3500204_MASSAS_DAGUA.shp,file,SP_3500204_MASSAS_DAGUA.shp,14-08-2021 20:37,94 KB
https://geo.fbds.org.br/SP/ADOLFO/HIDROGRAFIA/SP_3500204_MASSAS_DAGUA.shp.xml,txt-xml,SP_3500204_MASSAS_DAGUA.shp.xml,14-08-2021 20:37,27 KB
https://geo.fbds.org.br/SP/ADOLFO/HIDROGRAFIA/SP_3500204_MASSAS_DAGUA.shx,file,SP_3500204_MASSAS_DAGUA.shx,14-08-2021 20:37,244 B
https://geo.fbds.org.br/SP/ADOLFO/HIDROGRAFIA/SP_3500204_NASCENTES.cpg,file,SP_3500204_NASCENTES.cpg,14-08-2021 20:37,5 B
https://geo.fbds.org.br/SP/ADOLFO/HIDROGRAFIA/SP_3500204_NASCENTES.dbf,file,SP_3500204_NASCENTES.dbf,14-08-2021 20:37,19 KB
https://geo.fbds.org.br/SP/ADOLFO/HIDROGRAFIA/SP_3500204_NASCENTES.prj,file,SP_3500204_NASCENTES.prj,14-08-2021 20:37,418 B
https://geo.fbds.org.br/SP/ADOLFO/HIDROGRAFIA/SP_3500204_NASCENTES.shp,file,SP_3500204_NASCENTES.shp,14-08-2021 20:37,2 KB
https://geo.fbds.org.br/SP/ADOLFO/HIDROGRAFIA/SP_3500204_NASCENTES.shp.xml,txt-xml,SP_3500204_NASCENTES.shp.xml,14-08-2021 20:37,17 KB
https://geo.fbds.org.br/SP/ADOLFO/HIDROGRAFIA/SP_3500204_NASCENTES.shx,file,SP_3500204_NASCENTES.shx,14-08-2021 20:37,588 B
https://geo.fbds.org.br/SP/ADOLFO/HIDROGRAFIA/SP_3500204_RIOS_SIMPLES.cpg,file,SP_3500204_RIOS_SIMPLES.cpg,14-08-2021 20:37,5 B
https://geo.fbds.org.br/SP/ADOLFO/HIDROGRAFIA/SP_3500204_RIOS_SIMPLES.dbf,file,SP_3500204_RIOS_SIMPLES.dbf,14-08-2021 20:37,550 B
https://geo.fbds.org.br/SP/ADOLFO/HIDROGRAFIA/SP_3500204_RIOS_SIMPLES.prj,file,SP_3500204_RIOS_SIMPLES.prj,14-08-2021 20:37,418 B
https://geo.fbds.org.br/SP/ADOLFO/HIDROGRAFIA/SP_3500204_RIOS_SIMPLES.shp,file,SP_3500204_RIOS_SIMPLES.shp,14-08-2021 20:37,83 KB
https://geo.fbds.org.br/SP/ADOLFO/HIDROGRAFIA/SP_3500204_RIOS_SIMPLES.shp.xml,txt-xml,SP_3500204_RIOS_SIMPLES.shp.xml,14-08-2021 20:37,28 KB
https://geo.fbds.org.br/SP/ADOLFO/HIDROGRAFIA/SP_3500204_RIOS_SIMPLES.shx,file,SP_3500204_RIOS_SIMPLES.shx,14-08-2021 20:37,108 B
https://geo.fbds.org.br/SP/ADOLFO/MAPAS/SP_3500204_APP.jpg,img-jpg,SP_3500204_APP.jpg,01-02-2018 16:46,1.6 MB
https://geo.fbds.org.br/SP/ADOLFO/MAPAS/SP_3500204_HIDROGRAFIA.jpg,img-jpg,SP_3500204_HIDROGRAFIA.jpg,01-02-2018 16:46,1.5 MB
https://geo.fbds.org.br/SP/ADOLFO/MAPAS/SP_3500204_RGB532.jpg,img-jpg,SP_3500204_RGB532.jpg,01-02-2018 16:46,9.6 MB
https://geo.fbds.org.br/SP/ADOLFO/MAPAS/SP_3500204_USO_DO_SOLO.jpg,img-jpg,SP_3500204_USO_DO_SOLO.jpg,01-02-2018 16:46,4.4 MB
https://geo.fbds.org.br/SP/ADOLFO/MAPAS/Thumbs.db,file,Thumbs.db,06-08-2021 01:25,28 KB
https://geo.fbds.org.br/SP/ADOLFO/USO/SP_3500204_USO.cpg,file,SP_3500204_USO.cpg,14-08-2021 20:37,5 B
https://geo.fbds.org.br/SP/ADOLFO/USO/SP_3500204_USO.dbf,file,SP_3500204_USO.dbf,14-08-2021 20:37,2 KB
https://geo.fbds.org.br/SP/ADOLFO/USO/SP_3500204_USO.prj,file,SP_3500204_USO.prj,14-08-2021 20:37,418 B
https://geo.fbds.org.br/SP/ADOLFO/USO/SP_3500204_USO.shp,file,SP_3500204_USO.shp,14-08-2021 20:37,615 KB
https://geo.fbds.org.br/SP/ADOLFO/USO/SP_3500204_USO.shp.xml,txt-xml,SP_3500204_USO.shp.xml,14-08-2021 20:37,25 KB
https://geo.fbds.org.br/SP/ADOLFO/USO/SP_3500204_USO.shx,file,SP_3500204_USO.shx,14-08-2021 20:37,140 B
https://geo.fbds.org.br/SP/AGUAI/APP/SP_3500303_APP.cpg,file,SP_3500303_APP.cpg,14-08-2021 20:37,5 B
https://geo.fbds.org.br/SP/AGUAI/APP/SP_3500303_APP.dbf,file,SP_3500303_APP.dbf,14-08-2021 20:37,2 KB
https://geo.fbds.org.br/SP/AGUAI/APP/SP_3500303_APP.prj,file,SP_3500303_APP.prj,14-08-2021 20:37,418 B
https://geo.fbds.org.br/SP/AGUAI/APP/SP_3500303_APP.shp,file,SP_3500303_APP.shp,14-08-2021 20:37,1.1 MB
https://geo.fbds.org.br/SP/AGUAI/APP/SP_3500303_APP.shp.xml,txt-xml,SP_3500303_APP.shp.xml,14-08-2021 20:37,62 KB
https://geo.fbds.org.br/SP/AGUAI/APP/SP_3500303_APP.shx,file,SP_3500303_APP.shx,14-08-2021 20:37,140 B
https://geo.fbds.org.br/SP/AGUAI/APP/SP_3500303_APP_USO.cpg,file,SP_3500303_APP_USO.cpg,14-08-2021 20:37,5 B
https://geo.fbds.org.br/SP/AGUAI/APP/SP_3500303_APP_USO.dbf,file,SP_3500303_APP_USO.dbf,14-08-2021 20:37,2 KB
https://geo.fbds.org.br/SP/AGUAI/APP/SP_3500303_APP_USO.prj,file,SP_3500303_APP_USO.prj,14-08-2021 20:37,418 B
https://geo.fbds.org.br/SP/AGUAI/APP/SP_3500303_APP_USO.shp,file,SP_3500303_APP_USO.shp,14-08-2021 20:37,4.4 MB
https://geo.fbds.org.br/SP/AGUAI/APP/SP_3500303_APP_USO.shp.xml,txt-xml,SP_3500303_APP_USO.shp.xml,14-08-2021 20:37,13 KB
https://geo.fbds.org.br/SP/AGUAI/APP/SP_3500303_APP_USO.shx,file,SP_3500303_APP_USO.shx,14-08-2021 20:37,132 B
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_MASSAS_DAGUA.cpg,file,SP_3500303_MASSAS_DAGUA.cpg,14-08-2021 20:37,5 B
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_MASSAS_DAGUA.dbf,file,SP_3500303_MASSAS_DAGUA.dbf,14-08-2021 20:37,172 KB
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_MASSAS_DAGUA.prj,file,SP_3500303_MASSAS_DAGUA.prj,14-08-2021 20:37,418 B
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_MASSAS_DAGUA.shp,file,SP_3500303_MASSAS_DAGUA.shp,14-08-2021 20:37,251 KB
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_MASSAS_DAGUA.shp.xml,txt-xml,SP_3500303_MASSAS_DAGUA.shp.xml,14-08-2021 20:37,38 KB
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_MASSAS_DAGUA.shx,file,SP_3500303_MASSAS_DAGUA.shx,14-08-2021 20:37,4 KB
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_NASCENTES.cpg,file,SP_3500303_NASCENTES.cpg,14-08-2021 20:37,5 B
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_NASCENTES.dbf,file,SP_3500303_NASCENTES.dbf,14-08-2021 20:37,113 KB
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_NASCENTES.prj,file,SP_3500303_NASCENTES.prj,14-08-2021 20:37,418 B
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_NASCENTES.shp,file,SP_3500303_NASCENTES.shp,14-08-2021 20:37,16 KB
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_NASCENTES.shp.xml,txt-xml,SP_3500303_NASCENTES.shp.xml,14-08-2021 20:37,20 KB
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_NASCENTES.shx,file,SP_3500303_NASCENTES.shx,14-08-2021 20:37,3 KB
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_RIOS_DUPLOS.cpg,file,SP_3500303_RIOS_DUPLOS.cpg,14-08-2021 20:37,5 B
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_RIOS_DUPLOS.dbf,file,SP_3500303_RIOS_DUPLOS.dbf,14-08-2021 20:37,500 B
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_RIOS_DUPLOS.prj,file,SP_3500303_RIOS_DUPLOS.prj,14-08-2021 20:37,418 B
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_RIOS_DUPLOS.sbn,file,SP_3500303_RIOS_DUPLOS.sbn,14-08-2021 20:37,132 B
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_RIOS_DUPLOS.sbx,file,SP_3500303_RIOS_DUPLOS.sbx,14-08-2021 20:37,116 B
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_RIOS_DUPLOS.shp,file,SP_3500303_RIOS_DUPLOS.shp,14-08-2021 20:37,110 KB
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_RIOS_DUPLOS.shp.xml,txt-xml,SP_3500303_RIOS_DUPLOS.shp.xml,14-08-2021 20:37,9 KB
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_RIOS_DUPLOS.shx,file,SP_3500303_RIOS_DUPLOS.shx,14-08-2021 20:37,108 B
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_RIOS_SIMPLES.cpg,file,SP_3500303_RIOS_SIMPLES.cpg,14-08-2021 20:37,5 B
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_RIOS_SIMPLES.dbf,file,SP_3500303_RIOS_SIMPLES.dbf,14-08-2021 20:37,550 B
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_RIOS_SIMPLES.prj,file,SP_3500303_RIOS_SIMPLES.prj,14-08-2021 20:37,418 B
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_RIOS_SIMPLES.shp,file,SP_3500303_RIOS_SIMPLES.shp,14-08-2021 20:37,1.6 MB
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_RIOS_SIMPLES.shp.xml,txt-xml,SP_3500303_RIOS_SIMPLES.shp.xml,14-08-2021 20:37,11 KB
https://geo.fbds.org.br/SP/AGUAI/HIDROGRAFIA/SP_3500303_RIOS_SIMPLES.shx,file,SP_3500303_RIOS_SIMPLES.shx,14-08-2021 20:37,108 B
https://geo.fbds.org.br/SP/AGUAI/MAPAS/SP_3500303_APP.jpg,img-jpg,SP_3500303_APP.jpg,01-02-2018 16:47,2.7 MB
https://geo.fbds.org.br/SP/AGUAI/MAPAS/SP_3500303_HIDROGRAFIA.jpg,img-jpg,SP_3500303_HIDROGRAFIA.jpg,01-02-2018 16:47,5.1 MB
https://geo.fbds.org.br/SP/AGUAI/MAPAS/SP_3500303_RGB532.jpg,img-jpg,SP_3500303_RGB532.jpg,01-02-2018 16:47,9.9 MB
https://geo.fbds.org.br/SP/AGUAI/MAPAS/SP_3500303_USO_DO_SOLO.jpg,img-jpg,SP_3500303_USO_DO_SOLO.jpg,01-02-2018 16:47,5.2 MB
https://geo.fbds.org.br/SP/AGUAI/MAPAS/Thumbs.db,file,Thumbs.db,06-08-2021 01:25,68 KB
https://geo.fbds.org.br/SP/AGUAI/USO/SP_3500303_USO.cpg,file,SP_3500303_USO.cpg,14-08-2021 20:37,5 B
https://geo.fbds.org.br/SP/AGUAI/USO/SP_3500303_USO.dbf,file,SP_3500303_USO.dbf,14-08-2021 20:37,2 KB
https://geo.fbds.org.br/SP/AGUAI/USO/SP_3500303_USO.prj,file,SP_3500303_USO.prj,14-08-2021 20:37,418 B
https://geo.fbds.org.br/SP/AGUAI/USO/SP_3500303_USO.shp,file,SP_3500303_USO.shp,14-08-2021 20:38,9.1 MB
https://geo.fbds.org.br/SP/AGUAI/USO/SP_3500303_USO.shp.xml,txt-xml,SP_3500303_USO.shp.xml,14-08-2021 20:37,10 KB
https://geo.fbds.org.br/SP/AGUAI/USO/SP_3500303_USO.shx,file,SP_3500303_USO.shx,14-08-2021 20:37,140 B
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/APP/SP_3500402_APP.cpg,file,SP_3500402_APP.cpg,14-08-2021 20:37,5 B
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/APP/SP_3500402_APP.dbf,file,SP_3500402_APP.dbf,14-08-2021 20:37,2 KB
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/APP/SP_3500402_APP.prj,file,SP_3500402_APP.prj,14-08-2021 20:37,418 B
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/APP/SP_3500402_APP.shp,file,SP_3500402_APP.shp,14-08-2021 20:37,865 KB
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/APP/SP_3500402_APP.shp.xml,txt-xml,SP_3500402_APP.shp.xml,14-08-2021 20:37,51 KB
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/APP/SP_3500402_APP.shx,file,SP_3500402_APP.shx,14-08-2021 20:37,140 B
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/APP/SP_3500402_APP_USO.cpg,file,SP_3500402_APP_USO.cpg,14-08-2021 20:37,5 B
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/APP/SP_3500402_APP_USO.dbf,file,SP_3500402_APP_USO.dbf,14-08-2021 20:37,2 KB
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/APP/SP_3500402_APP_USO.prj,file,SP_3500402_APP_USO.prj,14-08-2021 20:37,418 B
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/APP/SP_3500402_APP_USO.shp,file,SP_3500402_APP_USO.shp,14-08-2021 20:37,3.0 MB
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/APP/SP_3500402_APP_USO.shp.xml,txt-xml,SP_3500402_APP_USO.shp.xml,14-08-2021 20:37,24 KB
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/APP/SP_3500402_APP_USO.shx,file,SP_3500402_APP_USO.shx,14-08-2021 20:37,140 B
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/HIDROGRAFIA/SP_3500402_MASSAS_DAGUA.cpg,file,SP_3500402_MASSAS_DAGUA.cpg,14-08-2021 20:37,5 B
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/HIDROGRAFIA/SP_3500402_MASSAS_DAGUA.dbf,file,SP_3500402_MASSAS_DAGUA.dbf,14-08-2021 20:37,50 KB
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/HIDROGRAFIA/SP_3500402_MASSAS_DAGUA.prj,file,SP_3500402_MASSAS_DAGUA.prj,14-08-2021 20:37,418 B
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/HIDROGRAFIA/SP_3500402_MASSAS_DAGUA.shp,file,SP_3500402_MASSAS_DAGUA.shp,14-08-2021 20:37,67 KB
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/HIDROGRAFIA/SP_3500402_MASSAS_DAGUA.shp.xml,txt-xml,SP_3500402_MASSAS_DAGUA.shp.xml,14-08-2021 20:37,28 KB
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/HIDROGRAFIA/SP_3500402_MASSAS_DAGUA.shx,file,SP_3500402_MASSAS_DAGUA.shx,14-08-2021 20:37,1 KB
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/HIDROGRAFIA/SP_3500402_NASCENTES.cpg,file,SP_3500402_NASCENTES.cpg,14-08-2021 20:37,5 B
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/HIDROGRAFIA/SP_3500402_NASCENTES.dbf,file,SP_3500402_NASCENTES.dbf,14-08-2021 20:37,225 KB
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/HIDROGRAFIA/SP_3500402_NASCENTES.prj,file,SP_3500402_NASCENTES.prj,14-08-2021 20:37,418 B
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/HIDROGRAFIA/SP_3500402_NASCENTES.shp,file,SP_3500402_NASCENTES.shp,14-08-2021 20:37,20 KB
https://geo.fbds.org.br/SP/AGUAS_DA_PRATA/HIDROGRAFIA/SP_3500402_NASCENTES.shp.xml,txt-xml,SP_3500402_NASCENTES.shp.xml,14-08-2021 20:37,21 KB
